cc_number,crime_date_time,crime_code,description,inside_outside,weapon,post,gender,age,race,location,old_district,new_district,neighborhood,latitude,longitude,premise_type,total_incidents,year,month,hour,date,age_range,time_range,during_or_just_after_school,around_lunch,quarter,quarter_date
23i07720,2023-09-21T14:15:00Z,9,shooting,inside,firearm,713,m,24,white,600 mosher st,n/a,western,upton,39.359712,-76.588432,street,1,2023,9,14,2023-09-21,18 to 25,early afternoon,TRUE,FALSE,3,2023-09-30
23i02010,2023-09-06T15:25:00Z,9,shooting,inside,handgun,916,m,20,black_or_african_american,3600 5th st,n/a,southern,brooklyn,39.236751,-76.603954,street,1,2023,9,15,2023-09-06,18 to 25,after school,TRUE,FALSE,3,2023-09-30
23i02010,2023-09-06T15:25:00Z,9,shooting,inside,handgun,916,m,23,black_or_african_american,3600 5th st,n/a,southern,brooklyn,39.236751,-76.603954,street,1,2023,9,15,2023-09-06,18 to 25,after school,TRUE,FALSE,3,2023-09-30
23i05836,2023-09-16T21:18:00Z,9,shooting,inside,handgun,533,m,25,black_or_african_american,4400 pimlico rd,n/a,northern,central park heights,39.341334,-76.604425,street,1,2023,9,21,2023-09-16,18 to 25,night,FALSE,FALSE,3,2023-09-30
23i05604,2023-09-16T05:16:00Z,9,shooting,inside,handgun,823,m,31,black_or_african_american,300 s franklintown rd,n/a,southwest,shipley hill,39.283587,-76.657694,street,1,2023,9,5,2023-09-16,26 to 34,morning,FALSE,FALSE,3,2023-09-30
23i05836,2023-09-16T21:18:00Z,9,shooting,inside,handgun,533,m,23,black_or_african_american,4400 pimlico rd,n/a,northern,central park heights,39.341334,-76.604425,street,1,2023,9,21,2023-09-16,18 to 25,night,FALSE,FALSE,3,2023-09-30
23i10946,2023-09-30T09:05:00Z,9,shooting,inside,handgun,221,m,39,black_or_african_american,1700 ashland ave,n/a,southeast,middle east,39.30056426511161,-76.59420689493723,street,1,2023,9,9,2023-09-30,35 to 50,morning,TRUE,FALSE,3,2023-09-30
23i11173,2023-09-30T22:28:00Z,9,shooting,inside,automatic_firearm,811,m,34,black_or_african_american,4500 edmondson ave,n/a,southwest,rognel heights,39.293485,-76.693838,gas station,1,2023,9,22,2023-09-30,26 to 34,night,FALSE,FALSE,3,2023-09-30
23j09564,2023-10-26T20:15:00Z,9,shooting,outside,handgun,835,m,23,black_or_african_american,0 s arlington ave,n/a,southwest,hollins market,39.288081,-76.635179,other/residential,1,2023,10,20,2023-10-26,18 to 25,night,FALSE,FALSE,4,2023-12-31
23j09193,2023-10-25T18:20:00Z,9,shooting,inside,firearm,725,m,45,black_or_african_american,2300 lauretta ave,n/a,western,rosemont homeowners/tenants,39.294197,-76.653293,street,1,2023,10,18,2023-10-25,35 to 50,evening,TRUE,FALSE,4,2023-12-31
23j00772,2023-10-02T19:40:00Z,9,shooting,inside,handgun,313,m,27,asian,2200 guilford ave,n/a,eastern,barclay,39.315075,-76.612595,street,1,2023,10,19,2023-10-02,26 to 34,evening,FALSE,FALSE,4,2023-12-31
23j07413,2023-10-20T13:45:00Z,9,shooting,outside,firearm,916,m,18,black_or_african_american,3700 5th st,n/a,southern,brooklyn,39.235414,-76.604487,other/residential,1,2023,10,13,2023-10-20,juvenile,early afternoon,TRUE,FALSE,4,2023-12-31
23i10369,2023-09-28T18:40:00Z,9,shooting,inside,firearm,432,m,35,black_or_african_american,4200 roberton ave,n/a,northeast,parkside,39.323323025776766,-76.55710298494387,street,1,2023,9,18,2023-09-28,35 to 50,evening,TRUE,FALSE,3,2023-09-30
23j02997,2023-10-08T11:40:16Z,9,shooting,inside,handgun,715,m,25,black_or_african_american,1400 w lafayette ave,n/a,western,sandtown-winchester,39.299045,-76.640205,street,1,2023,10,11,2023-10-08,18 to 25,morning,TRUE,FALSE,4,2023-12-31
23h05443,2023-08-15T09:35:00Z,9,shooting,inside,handgun,714,m,28,black_or_african_american,400 oxford ct,n/a,western,upton,39.300693,-76.624723,park,1,2023,8,9,2023-08-15,26 to 34,morning,TRUE,FALSE,3,2023-09-30
23i02704,2023-09-08T12:39:00Z,9,shooting,inside,handgun,615,m,20,black_or_african_american,1800 bloomingdale rd,n/a,northwest,northwest community action,39.30797,-76.669745,gas station,1,2023,9,12,2023-09-08,18 to 25,early afternoon,TRUE,FALSE,3,2023-09-30
23g02755,2023-07-09T01:43:00Z,9,shooting,outside,firearm,232,male,17,asian,6600 eastern ave,southeast,n/a,pulaski industrial area,39.287214,-76.554446,street,1,2023,7,1,2023-07-09,juvenile,early morning,FALSE,FALSE,3,2023-09-30
23g03039,2023-07-09T22:38:00Z,9,shooting,outside,firearm,412,male,57,black_or_african_american,1400 winston ave,northeast,n/a,new northwood,39.350364,-76.593951,street,1,2023,7,22,2023-07-09,51 to 74,night,FALSE,FALSE,3,2023-09-30
23g02755,2023-07-09T01:43:00Z,9,shooting,outside,firearm,232,male,20,asian,6600 eastern ave,southeast,n/a,pulaski industrial area,39.287214,-76.554446,street,1,2023,7,1,2023-07-09,18 to 25,early morning,FALSE,FALSE,3,2023-09-30
23h04465,2023-08-12T20:47:00Z,9,shooting,inside,firearm,131,m,17,black_or_african_american,300 forrest st,n/a,central,pleasant view gardens,39.293888,-76.602998,street,1,2023,8,20,2023-08-12,juvenile,night,FALSE,FALSE,3,2023-09-30
23i08475,2023-09-23T21:52:00Z,9,shooting,inside,firearm,113,m,22,black_or_african_american,0 e mulberry st,n/a,central,downtown,39.29406283050526,-76.61538253562281,street,1,2023,9,21,2023-09-23,18 to 25,night,FALSE,FALSE,3,2023-09-30
23i08282,2023-09-23T09:46:00Z,9,shooting,inside,firearm,215,m,38,black_or_african_american,400 n curley st,n/a,southeast,ellwood park/monument,39.296228,-76.575822,street,1,2023,9,9,2023-09-23,35 to 50,morning,TRUE,FALSE,3,2023-09-30
23h04383,2023-08-12T16:01:00Z,9,shooting,inside,handgun,412,m,17,black_or_african_american,1200 sheridan ave,n/a,northeast,new northwood,39.35328,-76.598334,street,1,2023,8,16,2023-08-12,juvenile,after school,TRUE,FALSE,3,2023-09-30
23j06873,2023-10-18T21:07:00Z,9,shooting,inside,handgun,532,m,38,black_or_african_american,4100 pimlico rd,n/a,northern,central park heights,39.336057961766045,-76.66273152698379,street,1,2023,10,21,2023-10-18,35 to 50,night,FALSE,FALSE,4,2023-12-31
23g07039,2023-07-20T21:37:03Z,9,shooting,outside,firearm,814,male,16,black_or_african_american,2800 riggs ave,n/a,southwest,winchester,39.300351,-76.664355,street,1,2023,7,21,2023-07-20,juvenile,night,FALSE,FALSE,3,2023-09-30
23i05306,2023-09-15T11:30:00Z,9,shooting,inside,handgun,811,m,49,black_or_african_american,600 glen allen dr,n/a,southwest,hunting ridge,39.293156349294385,-76.69681840597595,street,1,2023,9,11,2023-09-15,35 to 50,morning,TRUE,FALSE,3,2023-09-30
23i05487,2023-09-15T20:50:00Z,9,shooting,inside,handgun,131,m,16,black_or_african_american,1000 granby st,n/a,central,jonestown,39.28866093162434,-76.60192342258432,street,1,2023,9,20,2023-09-15,juvenile,night,FALSE,FALSE,3,2023-09-30
23i07684,2023-09-21T14:30:00Z,9,shooting,NA,NA,713,m,25,black_or_african_american,600 mosher st,n/a,western,upton,39.359712,-76.588432,NA,1,2023,9,14,2023-09-21,18 to 25,early afternoon,TRUE,FALSE,3,2023-09-30
23i07638,2023-09-21T13:40:00Z,9,shooting,NA,NA,713,m,28,black_or_african_american,600 mosher st,n/a,western,upton,39.30195108433519,-76.63278318922761,NA,1,2023,9,13,2023-09-21,26 to 34,early afternoon,TRUE,FALSE,3,2023-09-30
23j06145,2023-10-17T00:55:00Z,9,shooting,inside,handgun,931,m,23,black_or_african_american,1500 russell st,n/a,southern,carroll - camden industrial area,39.274215,-76.627883,gas station,1,2023,10,0,2023-10-17,18 to 25,early morning,FALSE,FALSE,4,2023-12-31
23i07622,2023-09-21T13:13:00Z,9,shooting,inside,handgun,714,f,49,black_or_african_american,600 w hoffman st,n/a,western,upton,39.29817,-76.629107,street,1,2023,9,13,2023-09-21,35 to 50,early afternoon,TRUE,FALSE,3,2023-09-30
23i07638,2023-09-21T13:40:00Z,9,shooting,NA,NA,713,m,24,black_or_african_american,600 mosher st,n/a,western,upton,39.30195108433519,-76.63278318922761,NA,1,2023,9,13,2023-09-21,18 to 25,early afternoon,TRUE,FALSE,3,2023-09-30
23j07413,2023-10-20T13:45:00Z,9,shooting,outside,firearm,916,f,16,black_or_african_american,3700 5th st,n/a,southern,brooklyn,39.235414,-76.604487,other/residential,1,2023,10,13,2023-10-20,juvenile,early afternoon,TRUE,FALSE,4,2023-12-31
23i04424,2023-09-13T01:36:00Z,9,shooting,inside,handgun,224,m,18,black_or_african_american,400 n montford ave,n/a,southeast,mcelderry park,39.295636,-76.583589,street,1,2023,9,1,2023-09-13,juvenile,early morning,FALSE,FALSE,3,2023-09-30
23i04729,2023-09-13T17:00:00Z,9,shooting,inside,firearm,523,m,24,black_or_african_american,500 orkney rd,n/a,northern,belvedere,39.295315,-76.591319,street,1,2023,9,17,2023-09-13,18 to 25,evening,TRUE,FALSE,3,2023-09-30
23i04805,2023-09-13T23:36:00Z,9,shooting,inside,handgun,824,f,27,black_or_african_american,2200 penrose ave,n/a,southwest,penrose/fayette street outreach,39.291176,-76.651988,street,1,2023,9,23,2023-09-13,26 to 34,night,FALSE,FALSE,3,2023-09-30
23i04818,2023-09-13T23:57:00Z,9,shooting,inside,firearm,825,m,32,black_or_african_american,500 s catherine st,n/a,southwest,millhill,39.28083,-76.654189,street,1,2023,9,23,2023-09-13,26 to 34,night,FALSE,FALSE,3,2023-09-30
23j06928,2023-10-19T02:35:00Z,9,shooting,outside,handgun,122,f,46,black_or_african_american,800 n eutaw st,n/a,central,seton hill,39.299877,-76.62163,other/residential,1,2023,10,2,2023-10-19,35 to 50,early morning,FALSE,FALSE,4,2023-12-31
23l07991,2023-12-26T18:10:00Z,9,shooting,outside,firearm,916,m,13,black_or_african_american,600 annabel ave,n/a,southern,brooklyn,39.237193,-76.601019,other/residential,1,2023,12,18,2023-12-26,juvenile,evening,TRUE,FALSE,4,2023-12-31
23i01741,2023-09-05T23:00:00Z,9,shooting,inside,firearm,515,m,57,black_or_african_american,3500 frisby st,n/a,northern,waverly,39.330762606958494,-76.60644319393876,street,1,2023,9,23,2023-09-05,51 to 74,night,FALSE,FALSE,3,2023-09-30
23i02385,2023-09-07T15:58:00Z,9,shooting,inside,firearm,524,m,49,black_or_african_american,4700 york rd,n/a,northern,kernewood,39.346211,-76.609676,street,1,2023,9,15,2023-09-07,35 to 50,after school,TRUE,FALSE,3,2023-09-30
23j10492,2023-10-29T11:50:00Z,9,shooting,inside,firearm,234,m,33,black_or_african_american,NA,n/a,southeast,graceland park,39.28115495716764,-76.53494588324075,street,1,2023,10,11,2023-10-29,26 to 34,morning,TRUE,FALSE,4,2023-12-31
23h04468,2023-08-12T21:06:00Z,9,shooting,inside,handgun,NA,m,34,black_or_african_american,NA,n/a,northwest,NA,39.30904125498583,-76.66932541923738,street,1,2023,8,21,2023-08-12,26 to 34,night,FALSE,FALSE,3,2023-09-30
23i02010,2023-09-06T15:25:00Z,9,shooting,inside,handgun,916,m,19,white,3600 5th st,n/a,southern,brooklyn,39.236751,-76.603954,street,1,2023,9,15,2023-09-06,18 to 25,after school,TRUE,FALSE,3,2023-09-30
23g07418,2023-07-21T22:30:00Z,9,shooting,inside,firearm,322,m,28,black_or_african_american,1200 e lafayette ave,n/a,eastern,oliver,39.310414,-76.602462,street,1,2023,7,22,2023-07-21,26 to 34,night,FALSE,FALSE,3,2023-09-30
23i00366,2023-09-02T00:56:00Z,9,shooting,inside,firearm,531,m,19,black_or_african_american,2800 liberty heights ave,n/a,northern,liberty square,39.321630999999996,-76.662677,gas station,1,2023,9,0,2023-09-02,18 to 25,early morning,FALSE,FALSE,3,2023-09-30
23i11023,2023-09-30T13:25:00Z,9,shooting,outside,firearm,413,m,18,black_or_african_american,5600 loch raven blvd,n/a,northeast,loch raven,39.359712,-76.588432,drug store / med  bl,1,2023,9,13,2023-09-30,juvenile,early afternoon,TRUE,FALSE,3,2023-09-30
23i10631,2023-09-29T14:10:00Z,9,shooting,inside,firearm,125,f,26,black_or_african_american,1100 n bond st,n/a,central,gay street,39.303671,-76.596618,street,1,2023,9,14,2023-09-29,26 to 34,early afternoon,TRUE,FALSE,3,2023-09-30
23g00322,2023-07-02T02:17:29Z,9,shooting,outside,firearm,913,male,18,black_or_african_american,800 gretna ct,southern,n/a,brooklyn,39.295315,-76.591319,parking lot,1,2023,7,2,2023-07-02,juvenile,early morning,FALSE,FALSE,3,2023-09-30
23j05320,2023-10-14T18:04:00Z,9,shooting,inside,handgun,213,m,20,NA,2800 e fayette st,n/a,southeast,mcelderry park,39.2946600123487,-76.57728103930734,street,1,2023,10,18,2023-10-14,18 to 25,evening,TRUE,FALSE,4,2023-12-31
23i00628,2023-09-02T19:15:00Z,9,shooting,inside,firearm,322,m,22,black_or_african_american,1200 e north ave,n/a,eastern,oliver,39.311749,-76.601929,street,1,2023,9,19,2023-09-02,18 to 25,evening,FALSE,FALSE,3,2023-09-30
23i00382,2023-09-02T01:30:00Z,9,shooting,outside,firearm,121,m,19,black_or_african_american,0 s greene st,n/a,central,university of maryland,39.288377,-76.623714,drug store / med  bl,1,2023,9,1,2023-09-02,18 to 25,early morning,FALSE,FALSE,3,2023-09-30
23i00683,2023-09-02T23:50:00Z,9,shooting,inside,firearm,132,m,34,black_or_african_american,1700 fleet st,n/a,central,fells point,39.28461987295495,-76.59328979656199,street,1,2023,9,23,2023-09-02,26 to 34,night,FALSE,FALSE,3,2023-09-30
23j05539,2023-10-15T09:00:52Z,9,shooting,inside,firearm,812,m,34,black_or_african_american,1200 n augusta ave,n/a,southwest,edmondson village,39.299848,-76.685376,street,1,2023,10,9,2023-10-15,26 to 34,morning,TRUE,FALSE,4,2023-12-31
23h11188,2023-08-31T11:50:00Z,9,shooting,inside,handgun,923,m,38,black_or_african_american,2200 cedley st,n/a,southern,westport,39.262881,-76.632212,street,1,2023,8,11,2023-08-31,35 to 50,morning,TRUE,FALSE,3,2023-09-30
23h11065,2023-08-31T05:17:17Z,9,shooting,inside,personal_weapons,414,m,42,black_or_african_american,6100 edlynne rd,n/a,northeast,glen oaks,39.367415,-76.594396,street,1,2023,8,5,2023-08-31,35 to 50,morning,FALSE,FALSE,3,2023-09-30
23h03990,2023-08-11T15:39:00Z,9,shooting,inside,handgun,421,m,18,black_or_african_american,1800 e 33rd st,n/a,northeast,montebello,39.32851523414212,-76.5890422005646,street,1,2023,8,15,2023-08-11,juvenile,after school,TRUE,FALSE,3,2023-09-30
23i05145,2023-09-14T22:37:00Z,9,shooting,inside,firearm,112,m,26,black_or_african_american,400 w saratoga st,n/a,central,downtown,39.292878,-76.621218,street,1,2023,9,22,2023-09-14,26 to 34,night,FALSE,FALSE,3,2023-09-30
23h04131,2023-08-11T23:17:00Z,9,shooting,inside,firearm,214,m,42,black_or_african_american,100 n highland ave,n/a,southeast,patterson park neighborhood,39.293647,-76.569567,street,1,2023,8,23,2023-08-11,35 to 50,night,FALSE,FALSE,3,2023-09-30
23i04798,2023-09-13T22:47:00Z,9,shooting,inside,handgun,321,m,24,black_or_african_american,1200 aisquith st,n/a,eastern,oliver,39.304055,-76.602249,street,1,2023,9,22,2023-09-13,18 to 25,night,FALSE,FALSE,3,2023-09-30
23i05466,2023-09-15T19:12:00Z,9,shooting,inside,firearm,835,f,14,black_or_african_american,0 s schroeder st,n/a,southwest,hollins market,39.287817,-76.633653,park,1,2023,9,19,2023-09-15,juvenile,evening,FALSE,FALSE,3,2023-09-30
23i05466,2023-09-15T19:12:00Z,9,shooting,inside,firearm,835,m,17,black_or_african_american,0 s schroeder st,n/a,southwest,hollins market,39.287817,-76.633653,park,1,2023,9,19,2023-09-15,juvenile,evening,FALSE,FALSE,3,2023-09-30
23i05487,2023-09-15T20:50:00Z,9,shooting,inside,handgun,131,m,16,black_or_african_american,1000 granby st,n/a,central,jonestown,39.28866093162434,-76.60192342258432,street,1,2023,9,20,2023-09-15,juvenile,night,FALSE,FALSE,3,2023-09-30
23i05876,2023-09-16T23:44:00Z,9,shooting,outside,firearm,525,m,17,black_or_african_american,700 e 43rd st,n/a,northern,pen lucy,39.341883,-76.606158,other/residential,1,2023,9,23,2023-09-16,juvenile,night,FALSE,FALSE,3,2023-09-30
23i05750,2023-09-16T14:38:00Z,9,shooting,inside,firearm,333,m,22,black_or_african_american,3300 brehms ln,n/a,eastern,belair-edison,39.320357371676685,-76.57149108831065,street,1,2023,9,14,2023-09-16,18 to 25,early afternoon,TRUE,FALSE,3,2023-09-30
23i08505,2023-09-24T00:29:00Z,9,shooting,inside,firearm,932,m,36,black_or_african_american,900 w ostend st,n/a,southern,washington village/pigtown,39.278833450552845,-76.63009418291801,street,1,2023,9,0,2023-09-24,35 to 50,early morning,FALSE,FALSE,3,2023-09-30
23h07180,2023-08-20T04:30:00Z,9,shooting,inside,handgun,631,m,23,black_or_african_american,2600 gage ct,n/a,northwest,cheswolde,39.37155489639665,-76.68562764605,street,1,2023,8,4,2023-08-20,18 to 25,morning,FALSE,FALSE,3,2023-09-30
23h07146,2023-08-20T00:30:00Z,9,shooting,inside,firearm,534,f,24,black_or_african_american,4800 beaufort ave,n/a,northern,central park heights,39.344024,-76.675583,street,1,2023,8,0,2023-08-20,18 to 25,early morning,FALSE,FALSE,3,2023-09-30
23h06485,2023-08-18T04:54:00Z,9,shooting,inside,handgun,633,f,33,black_or_african_american,5200 fairlawn ave,n/a,northwest,woodmere,39.342229,-76.684559,street,1,2023,8,4,2023-08-18,26 to 34,morning,FALSE,FALSE,3,2023-09-30
23h04540,2023-08-13T01:16:00Z,9,shooting,inside,handgun,135,m,18,black_or_african_american,600 s bethel st,n/a,central,fells point,39.297371,-76.59089,street,1,2023,8,1,2023-08-13,juvenile,early morning,FALSE,FALSE,3,2023-09-30
23h04579,2023-08-13T04:04:46Z,9,shooting,inside,firearm,432,f,19,black_or_african_american,4400 franconia dr,n/a,northeast,frankford,39.327467,-76.559965,street,1,2023,8,4,2023-08-13,18 to 25,morning,FALSE,FALSE,3,2023-09-30
23g06288,2023-07-18T22:27:23Z,9,shooting,outside,firearm,332,male,27,black_or_african_american,1200 n potomac st,n/a,eastern,berea,39.305077,-76.575682,street,1,2023,7,22,2023-07-18,26 to 34,night,FALSE,FALSE,3,2023-09-30
23h08608,2023-08-24T00:03:00Z,9,shooting,inside,handgun,731,m,26,black_or_african_american,2200 w north ave,n/a,western,mondawmin,39.309701,-76.652779,street,1,2023,8,0,2023-08-24,26 to 34,early morning,FALSE,FALSE,3,2023-09-30
23h03042,2023-08-09T00:38:00Z,9,shooting,outside,firearm,315,f,24,black_or_african_american,1500 e 28th st,n/a,eastern,coldstream homestead montebello,39.323804,-76.594386,other/residential,1,2023,8,0,2023-08-09,18 to 25,early morning,FALSE,FALSE,3,2023-09-30
23g08454,2023-07-24T18:06:00Z,9,shooting,inside,firearm,214,m,25,white,100 n dean st,n/a,southeast,baltimore highlands,39.2947436098876,-76.56658750219187,street,1,2023,7,18,2023-07-24,18 to 25,evening,TRUE,FALSE,3,2023-09-30
23g05899,2023-07-17T22:10:00Z,9,shooting,inside,other,211,m,43,white,2100 aliceanna st,n/a,southeast,canton,39.283854,-76.586858,street,1,2023,7,22,2023-07-17,35 to 50,night,FALSE,FALSE,3,2023-09-30
23g05787,2023-07-17T15:50:00Z,9,shooting,inside,firearm,233,m,35,black_or_african_american,400 s kresson st,n/a,southeast,canton industrial area,39.287835,-76.559692,street,1,2023,7,15,2023-07-17,35 to 50,after school,TRUE,FALSE,3,2023-09-30
23h06831,2023-08-19T02:03:00Z,9,shooting,inside,firearm,325,m,32,black_or_african_american,1900 n collington ave,n/a,eastern,south clifton park,39.31252,-76.587577,street,1,2023,8,2,2023-08-19,26 to 34,early morning,FALSE,FALSE,3,2023-09-30
23g05627,2023-07-17T08:00:00Z,9,shooting,outside,firearm,711,f,33,black_or_african_american,1600 delano ct,n/a,western,sandtown-winchester,39.303753,-76.644181,other/residential,1,2023,7,8,2023-07-17,26 to 34,morning,TRUE,FALSE,3,2023-09-30
23h07298,2023-08-20T14:36:00Z,9,shooting,inside,handgun,414,m,15,black_or_african_american,5800 leith walk,n/a,northeast,ramblewood,39.362089,-76.591293,street,1,2023,8,14,2023-08-20,juvenile,early afternoon,TRUE,FALSE,3,2023-09-30
23f06721,2023-06-20T08:44:00Z,9,shooting,outside,firearm,731,female,41,black_or_african_american,1900 windsor ave,western,n/a,mondawmin,39.31836,-76.670165,vehicle,1,2023,6,8,2023-06-20,35 to 50,morning,TRUE,FALSE,2,2023-06-30
23h09936,2023-08-27T20:37:00Z,9,shooting,inside,firearm,811,m,21,black_or_african_american,4500 edmondson ave,n/a,southwest,rognel heights,39.293485,-76.693838,gas station,1,2023,8,20,2023-08-27,18 to 25,night,FALSE,FALSE,3,2023-09-30
23h09385,2023-08-26T00:29:00Z,9,shooting,inside,firearm,533,m,33,black_or_african_american,3000 wylie ave,n/a,northern,parklane,39.341988,-76.665242,street,1,2023,8,0,2023-08-26,26 to 34,early morning,FALSE,FALSE,3,2023-09-30
23h09385,2023-08-26T00:29:00Z,9,shooting,inside,firearm,533,m,44,black_or_african_american,3000 wylie ave,n/a,northern,parklane,39.341988,-76.665242,street,1,2023,8,0,2023-08-26,35 to 50,early morning,FALSE,FALSE,3,2023-09-30
23g08092,2023-07-23T21:47:16Z,9,shooting,outside,firearm,723,female,18,black_or_african_american,2300 w lafayette ave,n/a,western,bridgeview/greenlawn,39.298586,-76.653532,street,1,2023,7,21,2023-07-23,juvenile,night,FALSE,FALSE,3,2023-09-30
